post_type,post_title,post_name,sku,post_parent_sku,attribute:pa_color,attribute_data:pa_color,_woodmart_swatch_color,images
product_variation,BK 1245,bk-1245,BK-1245,BK-PALETTE,BK 1245,1,#979c9a,https://kosbud.ua/uploads/colors/bk-1245.jpg
product_variation,BK 1275,bk-1275,BK-1275,BK-PALETTE,BK 1275,1,#5e6162,https://kosbud.ua/uploads/colors/bk-1275.jpg
product_variation,BK 1277,bk-1277,BK-1277,BK-PALETTE,BK 1277,1,#917267,https://kosbud.ua/uploads/colors/bk-1277.jpg
product_variation,BK 1278,bk-1278,BK-1278,BK-PALETTE,BK 1278,1,#87685a,https://kosbud.ua/uploads/colors/bk-1278.jpg
product_variation,BK 1280,bk-1280,BK-1280,BK-PALETTE,BK 1280,1,#664f45,https://kosbud.ua/uploads/colors/bk-1280.jpg
product_variation,BK 1307,bk-1307,BK-1307,BK-PALETTE,BK 1307,1,#c4d1ce,https://kosbud.ua/uploads/colors/bk-1307.jpg
product_variation,BK 1308,bk-1308,BK-1308,BK-PALETTE,BK 1308,1,#b4c7c8,https://kosbud.ua/uploads/colors/bk-1308.jpg
product_variation,BK 1309,bk-1309,BK-1309,BK-PALETTE,BK 1309,1,#a8c0c0,https://kosbud.ua/uploads/colors/bk-1309.jpg
product_variation,BK 1315,bk-1315,BK-1315,BK-PALETTE,BK 1315,1,#98b0aa,https://kosbud.ua/uploads/colors/bk-1315.jpg
product,Acrylit-ST палітра CK,palette-ck,CK-PALETTE,,"CK 1113,CK 1118,CK 1121,CK 1126,CK 1144,CK 1170,CK 1195,CK 1199,CK 1205,CK 1233,CK 1276,CK 1310",1,,
product_variation,CK 1113,ck-1113,CK-1113,CK-PALETTE,CK 1113,1,#e8d159,https://kosbud.ua/uploads/colors/ck-1113.jpg
product_variation,CK 1118,ck-1118,CK-1118,CK-PALETTE,CK 1118,1,#f2d167,https://kosbud.ua/uploads/colors/ck-1118.jpg
product_variation,CK 1121,ck-1121,CK-1121,CK-PALETTE,CK 1121,1,#edca79,https://kosbud.ua/uploads/colors/ck-1121.jpg
product_variation,CK 1126,ck-1126,CK-1126,CK-PALETTE,CK 1126,1,#f3bb89,https://kosbud.ua/uploads/colors/ck-1126.jpg
product_variation,CK 1144,ck-1144,CK-1144,CK-PALETTE,CK 1144,1,#a95348,https://kosbud.ua/uploads/colors/ck-1144.jpg
product_variation,CK 1170,ck-1170,CK-1170,CK-PALETTE,CK 1170,1,#eabb82,https://kosbud.ua/uploads/colors/ck-1170.jpg
product_variation,CK 1195,ck-1195,CK-1195,CK-PALETTE,CK 1195,1,#a4a978,https://kosbud.ua/uploads/colors/ck-1195.jpg
product_variation,CK 1199,ck-1199,CK-1199,CK-PALETTE,CK 1199,1,#cbcd8a,https://kosbud.ua/uploads/colors/ck-1199.jpg
product_variation,CK 1205,ck-1205,CK-1205,CK-PALETTE,CK 1205,1,#e0e193,https://kosbud.ua/uploads/colors/ck-1205.jpg
product_variation,CK 1233,ck-1233,CK-1233,CK-PALETTE,CK 1233,1,#8c6e53,https://kosbud.ua/uploads/colors/ck-1233.jpg
product_variation,CK 1276,ck-1276,CK-1276,CK-PALETTE,CK 1276,1,#9c7e5f,https://kosbud.ua/uploads/colors/ck-1276.jpg
product_variation,CK 1310,ck-1310,CK-1310,CK-PALETTE,CK 1310,1,#a1bdc1,https://kosbud.ua/uploads/colors/ck-1310.jpg
product,Acrylit-ST палітра DK,palette-dk,DK-PALETTE,,"DK 1114,DK 1115,DK 1119,DK 1122,DK 1127,DK 1133,DK 1134,DK 1145,DK 1200,DK 1235,DK 1279",1,,
product_variation,DK 1114,dk-1114,DK-1114,DK-PALETTE,DK 1114,1,#e9d562,https://kosbud.ua/uploads/colors/dk-1114.jpg
product_variation,DK 1115,dk-1115,DK-1115,DK-PALETTE,DK 1115,1,#eacd59,https://kosbud.ua/uploads/colors/dk-1115.jpg
product_variation,DK 1119,dk-1119,DK-1119,DK-PALETTE,DK 1119,1,#fec95a,https://kosbud.ua/uploads/colors/dk-1119.jpg
product_variation,DK 1122,dk-1122,DK-1122,DK-PALETTE,DK 1122,1,#eabd60,https://kosbud.ua/uploads/colors/dk-1122.jpg
product_variation,DK 1127,dk-1127,DK-1127,DK-PALETTE,DK 1127,1,#f2ac72,https://kosbud.ua/uploads/colors/dk-1127.jpg
product_variation,DK 1133,dk-1133,DK-1133,DK-PALETTE,DK 1133,1,#d58d58,https://kosbud.ua/uploads/colors/dk-1133.jpg
product_variation,DK 1134,dk-1134,DK-1134,DK-PALETTE,DK 1134,1,#d28650,https://kosbud.ua/uploads/colors/dk-1134.jpg
product_variation,DK 1145,dk-1145,DK-1145,DK-PALETTE,DK 1145,1,#9b4b3e,https://kosbud.ua/uploads/colors/dk-1145.jpg
product_variation,DK 1200,dk-1200,DK-1200,DK-PALETTE,DK 1200,1,#b6c275,https://kosbud.ua/uploads/colors/dk-1200.jpg
product_variation,DK 1235,dk-1235,DK-1235,DK-PALETTE,DK 1235,1,#64534d,https://kosbud.ua/uploads/colors/dk-1235.jpg
product_variation,DK 1279,dk-1279,DK-1279,DK-PALETTE,DK 1279,1,#7a5c4f,https://kosbud.ua/uploads/colors/dk-1279.jpg
product,Acrylit-ST палітра PK,palette-pk,PK-PALETTE,,"PK 1120,PK 1123,PK 1124,PK 1125,PK 1128,PK 1129,PK 1130,PK 1135,PK 1136,PK 1137,PK 1138,PK 1139,PK 1140",1,,
product_variation,PK 1120,pk-1120,PK-1120,PK-PALETTE,PK 1120,1,#fac74c,https://kosbud.ua/uploads/colors/pk-1120.jpg
product_variation,PK 1123,pk-1123,PK-1123,PK-PALETTE,PK 1123,1,#ebb94c,https://kosbud.ua/uploads/colors/pk-1123.jpg
product_variation,PK 1124,pk-1124,PK-1124,PK-PALETTE,PK 1124,1,#e8ae43,https://kosbud.ua/uploads/colors/pk-1124.jpg
product_variation,PK 1125,pk-1125,PK-1125,PK-PALETTE,PK 1125,1,#e6a838,https://kosbud.ua/uploads/colors/pk-1125.jpg
product_variation,PK 1128,pk-1128,PK-1128,PK-PALETTE,PK 1128,1,#f59f5f,https://kosbud.ua/uploads/colors/pk-1128.jpg
product_variation,PK 1129,pk-1129,PK-1129,PK-PALETTE,PK 1129,1,#f19452,https://kosbud.ua/uploads/colors/pk-1129.jpg
product_variation,PK 1130,pk-1130,PK-1130,PK-PALETTE,PK 1130,1,#ec8e4b,https://kosbud.ua/uploads/colors/pk-1130.jpg
product_variation,PK 1135,pk-1135,PK-1135,PK-PALETTE,PK 1135,1,#cc7d4c,https://kosbud.ua/uploads/colors/pk-1135.jpg
product_variation,PK 1136,pk-1136,PK-1136,PK-PALETTE,PK 1136,1,#e8757e,https://kosbud.ua/uploads/colors/pk-1136.jpg
product_variation,PK 1137,pk-1137,PK-1137,PK-PALETTE,PK 1137,1,#e56e77,https://kosbud.ua/uploads/colors/pk-1137.jpg
product_variation,PK 1138,pk-1138,PK-1138,PK-PALETTE,PK 1138,1,#e25661,https://kosbud.ua/uploads/colors/pk-1138.jpg
product_variation,PK 1139,pk-1139,PK-1139,PK-PALETTE,PK 1139,1,#d9424b,https://kosbud.ua/uploads/colors/pk-1139.jpg
product_variation,PK 1140,pk-1140,PK-1140,PK-PALETTE,PK 1140,1,#d23544,https://kosbud.ua/uploads/colors/pk-1140.jpg
